id,school_id_k,tch_id_k,cltype_k,cltype_1,actual_size_k,in_STAR_k,in_STAR_1,in_STAR_2,in_STAR_3,gender,race,age_in_1985,tch_gender,tch_race,tch_degree,tch_exp,gktreadss,gktmathss,gkwordskillss,std_read_score_k,std_math_score_k,std_word_score_k,pctile_math_k,pctile_read_k,pctile_word_k,freelunch_k
19809,159171,15917101,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",27,"YES","YES","YES","YES","FEMALE","WHITE",5.30137,"FEMALE","WHITE","BACHELORS",10,467,500,444,1.022247,.3640974,.3169214,64,86,63,0
19810,166203,16620304,"SMALL CLASS",,16,"YES","NO","NO","NO","MALE","WHITE",5.39726,"FEMALE","WHITE","BACHELORS",1,437,478,449,.0613622,-.1069593,.4545206,46,56,67,0
19811,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.39726,,,,,,,,,,,,,,
19812,189396,18939602,"REGULAR CLASS","REGULAR CLASS",24,"YES","YES","YES","YES","MALE","BLACK",5.405479,"FEMALE","WHITE","BACHELORS",4,421,500,401,-.4511097,.3640974,-.8664311,64,32,15,0
19813,189378,18937802,"SMALL CLASS","REGULAR + AIDE CLASS",15,"YES","YES","YES","YES","MALE","WHITE",5.246575,"FEMALE","WHITE","BACHELORS",2,433,468,444,-.0667558,-.321076,.3169214,37,49,63,0
19814,221571,22157103,"REGULAR CLASS",,23,"YES","NO","NO","NO","FEMALE","NATIVE AMERICAN",5.156164,"FEMALE","WHITE","MASTERS",13,395,412,401,-1.283877,-1.520129,-.8664311,4,5,15,1
19815,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.386302,,,,,,,,,,,,,,
19816,244723,24472305,"REGULAR CLASS","REGULAR CLASS",26,"YES","YES","YES","YES","FEMALE","BLACK",5.210959,"FEMALE","WHITE","MASTERS +",8,421,434,423,-.4511097,-1.049073,-.2609949,12,32,42,1
19817,253888,25388801,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",18,"YES","YES","YES","YES","MALE","WHITE",5.126028,"FEMALE","WHITE","BACHELORS",13,442,454,458,.2215097,-.6208394,.702199,25,63,75,1
19818,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.117808,,,,,,,,,,,,,,
19819,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.293151,,,,,,,,,,,,,,
19820,128076,12807602,"REGULAR CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.230137,"FEMALE","WHITE","BACHELORS",8,428,500,444,-.2269033,.3640974,.3169214,64,43,63,0
19821,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.164383,,,,,,,,,,,,,,
19822,257899,25789905,"REGULAR + AIDE CLASS","SMALL CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.115068,"FEMALE","WHITE","MASTERS",12,433,459,423,-.0667558,-.513781,-.2609949,29,49,42,1
19823,257899,25789903,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","FEMALE","WHITE",5.068493,"FEMALE","WHITE","BACHELORS",8,437,459,440,.0613622,-.513781,.2068421,29,56,60,0
19824,161176,16117601,"SMALL CLASS","SMALL CLASS",16,"YES","YES","NO","NO","FEMALE","WHITE",5.005479,"FEMALE","WHITE","BACHELORS",20,411,468,380,-.7714047,-.321076,-1.444347,37,20,2,0
19825,,,,,,"NO","NO","YES","NO","MALE","WHITE",4.978082,,,,,,,,,,,,,,
19826,189378,18937801,"REGULAR CLASS","REGULAR + AIDE CLASS",19,"YES","YES","YES","YES","FEMALE","WHITE",4.972603,"FEMALE","WHITE","MASTERS",17,425,500,423,-.3229918,.3640974,-.2609949,64,39,42,0
19827,203452,20345203,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","MALE","WHITE",4.978082,"FEMALE","WHITE","BACHELORS",19,545,576,541,3.520548,1.991384,2.986345,95,99,99,0
19828,257899,25789903,"SMALL CLASS","SMALL CLASS",16,"YES","YES","NO","NO","MALE","WHITE",4.961644,"FEMALE","WHITE","BACHELORS",8,,,,,,,,,,0
19829,159171,15917103,"REGULAR CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","MALE","WHITE",4.747945,"FEMALE","WHITE","BACHELORS",10,422,478,405,-.4190803,-.1069593,-.7563518,46,34,20,1
19830,169219,16921902,"REGULAR CLASS",,20,"YES","NO","NO","NO","MALE","WHITE",5.060274,"FEMALE","WHITE","MASTERS",12,447,494,431,.3816572,.2356273,-.0408363,60,68,51,0
19831,173312,17331201,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","FEMALE","BLACK",4.969863,"FEMALE","WHITE","BACHELORS",11,478,439,449,1.374572,-.9420143,.4545206,14,92,67,0
19832,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",6.920548,,,,,,,,,,,,,,
19833,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",6.909589,,,,,,,,,,,,,,
19834,189378,18937803,"REGULAR + AIDE CLASS",,20,"YES","NO","NO","NO","MALE","WHITE",5.29863,"FEMALE","WHITE","MASTERS",5,422,449,423,-.4190803,-.7278976,-.2609949,21,34,42,0
19835,189378,18937804,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","YES","FEMALE","WHITE",5.446575,"FEMALE","WHITE","BACHELORS",12,431,444,427,-.1308148,-.834956,-.1509156,17,48,46,0
19836,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.158904,,,,,,,,,,,,,,
19837,264945,26494503,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.164383,"FEMALE","WHITE","BACHELORS",3,,,,,,,,,,0
19838,244745,24474503,"REGULAR CLASS",,23,"YES","NO","NO","NO","MALE","BLACK",5.334247,"FEMALE","BLACK","BACHELORS",1,402,444,391,-1.05967,-.834956,-1.141629,17,9,6,1
19839,161176,16117603,"REGULAR CLASS",,24,"YES","NO","NO","NO","FEMALE","WHITE",5.378082,"FEMALE","WHITE","BACHELORS",6,395,418,374,-1.283877,-1.391659,-1.609466,5,5,1,1
19840,205488,20548803,"SMALL CLASS",,17,"YES","NO","NO","NO","FEMALE","WHITE",5.457534,"FEMALE","WHITE","MASTERS",4,400,459,414,-1.123729,-.513781,-.5086734,29,8,32,1
19841,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",3.989041,,,,,,,,,,,,,,
19842,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",6.553425,,,,,,,,,,,,,,
19843,,,,,,"NO","NO","YES","NO","MALE","BLACK",5.99726,,,,,,,,,,,,,,
19844,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.320548,,,,,,,,,,,,,,
19845,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.775342,,,,,,,,,,,,,,
19846,,,,,,"NO","NO","YES","YES","MALE","BLACK",7.213699,,,,,,,,,,,,,,
19847,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","WHITE",4.989041,,,,,,,,,,,,,,
19848,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",7.145205,,,,,,,,,,,,,,
19849,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.580822,,,,,,,,,,,,,,
19850,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.594521,,,,,,,,,,,,,,
19851,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.112329,,,,,,,,,,,,,,
19852,,,,,,"NO","NO","YES","NO","MALE","WHITE",5.761644,,,,,,,,,,,,,,
19853,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.736986,,,,,,,,,,,,,,
19854,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.317808,,,,,,,,,,,,,,
19855,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.079452,,,,,,,,,,,,,,
19856,,,,,,"NO","NO","NO","YES","MALE","BLACK",7.865754,,,,,,,,,,,,,,
19857,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.334247,,,,,,,,,,,,,,
19858,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",5.227397,,,,,,,,,,,,,,
19859,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","BLACK",4.928767,,,,,,,,,,,,,,
19860,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",6.682192,,,,,,,,,,,,,,
19861,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.906849,,,,,,,,,,,,,,
19862,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",4.931507,,,,,,,,,,,,,,
19863,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.358904,,,,,,,,,,,,,,
19864,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.186301,,,,,,,,,,,,,,
19865,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.161644,,,,,,,,,,,,,,
19866,225585,22558504,"REGULAR + AIDE CLASS","SMALL CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.243835,"FEMALE","WHITE","MASTERS",13,437,449,444,.0613622,-.7278976,.3169214,21,56,63,1
19867,244831,24483101,"SMALL CLASS",,17,"YES","NO","NO","NO","FEMALE","WHITE",5.408219,"FEMALE","BLACK","BACHELORS",12,424,528,391,-.3550213,.963624,-1.141629,81,37,6,1
19868,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.424657,,,,,,,,,,,,,,
19869,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.882192,,,,,,,,,,,,,,
19870,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",7.621918,,,,,,,,,,,,,,
19871,,,,,,"NO","NO","YES","NO","MALE","WHITE",4.80274,,,,,,,,,,,,,,
19872,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.734247,,,,,,,,,,,,,,
19873,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.643836,,,,,,,,,,,,,,
19874,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.328767,,,,,,,,,,,,,,
19875,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.09863,,,,,,,,,,,,,,
19876,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.210959,,,,,,,,,,,,,,
19877,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.745205,,,,,,,,,,,,,,
19878,,,,"SMALL CLASS",,"NO","YES","YES","NO","MALE","BLACK",6.534246,,,,,,,,,,,,,,
19879,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.40274,,,,,,,,,,,,,,
19880,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","HISPANIC",4.909589,,,,,,,,,,,,,,
19881,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.380822,,,,,,,,,,,,,,
19882,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",6.99726,,,,,,,,,,,,,,
19883,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.082192,,,,,,,,,,,,,,
19884,216536,21653601,"REGULAR CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","FEMALE","WHITE",5.827397,"FEMALE","WHITE","BACHELORS",2,456,463,458,.6699226,-.4281343,.702199,33,78,75,
19885,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","FEMALE","WHITE",5.117808,,,,,,,,,,,,,,
19886,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.969863,,,,,,,,,,,,,,
19887,161183,16118302,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.536986,"FEMALE","WHITE","MASTERS",10,408,459,401,-.8674932,-.513781,-.8664311,29,16,15,1
19888,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.950685,,,,,,,,,,,,,,
19889,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.756165,,,,,,,,,,,,,,
19890,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.427397,,,,,,,,,,,,,,
19891,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.605479,,,,,,,,,,,,,,
19892,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",6.046576,,,,,,,,,,,,,,
19893,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.928767,,,,,,,,,,,,,,
19894,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",6.608219,,,,,,,,,,,,,,
19895,231616,23161601,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.19452,"FEMALE","WHITE","BACHELORS",12,445,528,449,.3175982,.963624,.4545206,81,67,67,0
19896,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.860274,,,,,,,,,,,,,,
19897,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.676713,,,,,,,,,,,,,,
19898,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.030137,,,,,,,,,,,,,,
19899,161176,16117601,"SMALL CLASS",,16,"YES","NO","NO","NO","MALE","WHITE",5.095891,"FEMALE","WHITE","BACHELORS",20,418,468,396,-.5471982,-.321076,-1.00403,37,28,10,1
19900,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.594521,,,,,,,,,,,,,,
19901,205491,20549104,"REGULAR + AIDE CLASS",,23,"YES","NO","YES","NO","MALE","WHITE",5.775342,"FEMALE","WHITE","BACHELORS",17,411,439,405,-.7714047,-.9420143,-.7563518,14,20,20,0
19902,216536,21653605,"REGULAR CLASS",,22,"YES","NO","NO","NO","MALE","WHITE",5.120548,"FEMALE","WHITE","BACHELORS",1,414,459,414,-.6753162,-.513781,-.5086734,29,24,32,0
19903,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.347945,,,,,,,,,,,,,,
19904,,,,,,"NO","NO","NO","YES","MALE","BLACK",4.687671,,,,,,,,,,,,,,
19905,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.019178,,,,,,,,,,,,,,
19906,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.613698,,,,,,,,,,,,,,
19907,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.578082,,,,,,,,,,,,,,
19908,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.347945,,,,,,,,,,,,,,
19909,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","BLACK",5.871233,,,,,,,,,,,,,,
19910,,,,,,"NO","NO","NO","YES","MALE","BLACK",7.693151,,,,,,,,,,,,,,
19911,,,,"REGULAR CLASS",,"NO","YES","YES","NO","FEMALE","BLACK",7.123288,,,,,,,,,,,,,,
19912,164198,16419801,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","NO","NO","FEMALE","WHITE",5.175343,"FEMALE","WHITE","MASTERS",13,437,463,463,.0613622,-.4281343,.8397981,33,56,79,0
19913,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.284932,,,,,,,,,,,,,,
19914,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.150685,,,,,,,,,,,,,,
19915,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.208219,,,,,,,,,,,,,,
19916,,,,,,"NO","NO","YES","NO","MALE","WHITE",6.128767,,,,,,,,,,,,,,
19917,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.331507,,,,,,,,,,,,,,
19918,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",4.835617,,,,,,,,,,,,,,
19919,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.273973,,,,,,,,,,,,,,
19920,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.438356,,,,,,,,,,,,,,
19921,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",7.860274,,,,,,,,,,,,,,
19922,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.635616,,,,,,,,,,,,,,
19923,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.479452,,,,,,,,,,,,,,
19924,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","WHITE",4.824657,,,,,,,,,,,,,,
19925,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.613698,,,,,,,,,,,,,,
19926,,,,,,"NO","NO","YES","NO","MALE","WHITE",5.876712,,,,,,,,,,,,,,
19927,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.816438,,,,,,,,,,,,,,
19928,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.169863,,,,,,,,,,,,,,
19929,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.19726,,,,,,,,,,,,,,
19930,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.70137,,,,,,,,,,,,,,
19931,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.89863,,,,,,,,,,,,,,
19932,,,,,,"NO","NO","YES","NO","MALE","WHITE",4.931507,,,,,,,,,,,,,,
19933,,,,,,"NO","NO","YES","NO","MALE","BLACK",4.728767,,,,,,,,,,,,,,
19934,,,,"SMALL CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",5.8,,,,,,,,,,,,,,
19935,,,,,,"NO","NO","YES","YES","MALE","WHITE",6.10411,,,,,,,,,,,,,,
19936,,,,"REGULAR CLASS",,"NO","YES","YES","NO","MALE","BLACK",5.624658,,,,,,,,,,,,,,
19937,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.736986,,,,,,,,,,,,,,
19938,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.068493,,,,,,,,,,,,,,
19939,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.717808,,,,,,,,,,,,,,
19940,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.380822,,,,,,,,,,,,,,
19941,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.243835,,,,,,,,,,,,,,
19942,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.567123,,,,,,,,,,,,,,
19943,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.652055,,,,,,,,,,,,,,
19944,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.605479,,,,,,,,,,,,,,
19945,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.569863,,,,,,,,,,,,,,
19946,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.082192,,,,,,,,,,,,,,
19947,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.180822,,,,,,,,,,,,,,
19948,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.287671,,,,,,,,,,,,,,
19949,,,,"REGULAR CLASS",,"NO","YES","YES","NO","MALE","BLACK",6.616438,,,,,,,,,,,,,,
19950,,,,,,"NO","NO","NO","YES","MALE",,5.654795,,,,,,,,,,,,,,
19951,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",4.920548,,,,,,,,,,,,,,
19952,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.852055,,,,,,,,,,,,,,
19953,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.473973,,,,,,,,,,,,,,
19954,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.060274,,,,,,,,,,,,,,
19955,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.468493,,,,,,,,,,,,,,
19956,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.569863,,,,,,,,,,,,,,
19957,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.739726,,,,,,,,,,,,,,
19958,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.715068,,,,,,,,,,,,,,
19959,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",6.734247,,,,,,,,,,,,,,
19960,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.638356,,,,,,,,,,,,,,
19961,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.29863,,,,,,,,,,,,,,
19962,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.821918,,,,,,,,,,,,,,
19963,,,,,,"NO","NO","YES","NO","MALE","BLACK",5.578082,,,,,,,,,,,,,,
19964,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",5.8,,,,,,,,,,,,,,
19965,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.468493,,,,,,,,,,,,,,
19966,,,,,,"NO","NO","YES","YES","MALE","WHITE",6.019178,,,,,,,,,,,,,,
19967,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.057534,,,,,,,,,,,,,,
19968,,,,,,"NO","NO","NO","YES","MALE","BLACK",4.134246,,,,,,,,,,,,,,
19969,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.646575,,,,,,,,,,,,,,
19970,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.605479,,,,,,,,,,,,,,
19971,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.764384,,,,,,,,,,,,,,
19972,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",7.778082,,,,,,,,,,,,,,
19973,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.964384,,,,,,,,,,,,,,
19974,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.043836,,,,,,,,,,,,,,
19975,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.575343,,,,,,,,,,,,,,
19976,,,,,,"NO","NO","YES","YES","MALE","WHITE",6.057534,,,,,,,,,,,,,,
19977,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.753425,,,,,,,,,,,,,,
19978,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.375342,,,,,,,,,,,,,,
19979,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.213699,,,,,,,,,,,,,,
19980,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","BLACK",6.460274,,,,,,,,,,,,,,
19981,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","MALE","WHITE",5.449315,,,,,,,,,,,,,,
19982,,,,,,"NO","NO","NO","YES","MALE","BLACK",7.783562,,,,,,,,,,,,,,
19983,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",6.646575,,,,,,,,,,,,,,
19984,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",4.854795,,,,,,,,,,,,,,
19985,,,,"SMALL CLASS",,"NO","YES","NO","NO","MALE","WHITE",6.2,,,,,,,,,,,,,,
19986,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",4.835617,,,,,,,,,,,,,,
19987,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.487671,,,,,,,,,,,,,,
19988,,,,"SMALL CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.534246,,,,,,,,,,,,,,
19989,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.59726,,,,,,,,,,,,,,
19990,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.947945,,,,,,,,,,,,,,
19991,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.230137,,,,,,,,,,,,,,
19992,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.380822,,,,,,,,,,,,,,
19993,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.145205,,,,,,,,,,,,,,
19994,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.775342,,,,,,,,,,,,,,
19995,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.882192,,,,,,,,,,,,,,
19996,,,,"SMALL CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.545206,,,,,,,,,,,,,,
19997,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",3.928767,,,,,,,,,,,,,,
19998,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.882192,,,,,,,,,,,,,,
19999,,,,,,"NO","NO","YES","NO","FEMALE",,4.753425,,,,,,,,,,,,,,
20000,,,,"SMALL CLASS",,"NO","YES","NO","NO","MALE","BLACK",6.391781,,,,,,,,,,,,,,
20001,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.534246,,,,,,,,,,,,,,
20002,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.882192,,,,,,,,,,,,,,
20003,,,,"SMALL CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",6.10411,,,,,,,,,,,,,,
20004,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",7.652055,,,,,,,,,,,,,,
20005,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.356164,,,,,,,,,,,,,,
20006,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.213699,,,,,,,,,,,,,,
20007,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.89589,,,,,,,,,,,,,,
20008,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.00274,,,,,,,,,,,,,,
20009,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.252055,,,,,,,,,,,,,,
20010,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.528767,,,,,,,,,,,,,,
20011,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","OTHER",5.556164,,,,,,,,,,,,,,
20012,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.663014,,,,,,,,,,,,,,
20013,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","MALE","WHITE",6.40274,,,,,,,,,,,,,,
20014,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",6.539726,,,,,,,,,,,,,,
20015,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",6.178082,,,,,,,,,,,,,,
20016,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.605479,,,,,,,,,,,,,,
20017,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.139726,,,,,,,,,,,,,,
20018,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",4.972603,,,,,,,,,,,,,,
20019,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.939726,,,,,,,,,,,,,,
20020,,,,"REGULAR CLASS",,"NO","YES","YES","NO","MALE","WHITE",4.986301,,,,,,,,,,,,,,
20021,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.813699,,,,,,,,,,,,,,
20022,,,,,,"NO","NO","YES","YES","MALE","WHITE",6.268493,,,,,,,,,,,,,,
20023,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.99726,,,,,,,,,,,,,,
20024,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.375342,,,,,,,,,,,,,,
20025,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",6.145205,,,,,,,,,,,,,,
20026,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.80548,,,,,,,,,,,,,,
20027,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.747945,,,,,,,,,,,,,,
20028,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",6.627397,,,,,,,,,,,,,,
20029,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.813699,,,,,,,,,,,,,,
20030,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.808219,,,,,,,,,,,,,,
20031,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.986301,,,,,,,,,,,,,,
20032,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.772603,,,,,,,,,,,,,,
20033,,,,"SMALL CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",4.991781,,,,,,,,,,,,,,
20034,,,,,,"NO","NO","NO","YES","MALE","WHITE",4.978082,,,,,,,,,,,,,,
